序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
93,接收,1,2026-04-29 09:08:41.330.480,0.018055,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
94,接收,1,2026-04-29 09:08:41.341.328,0.010848,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 82 13 f0
95,接收,1,2026-04-29 09:08:41.400.422,0.059094,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 40
96,接收,1,2026-04-29 09:08:41.408.915,0.008493,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 2f 5a 19 00 00
97,接收,1,2026-04-29 09:08:41.409.479,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 32 00 98 00 80 00
98,接收,1,2026-04-29 09:08:41.410.043,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 08 00 76 06 d4 01
99,接收,1,2026-04-29 09:08:41.410.599,0.000556,18f184a0,报文帧,数据帧,扩展帧,CAN,8,1a 00 22 00 2b 00 39 00
100,接收,1,2026-04-29 09:08:41.411.159,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,39 10 00 00 30 2a 00 00
101,接收,1,2026-04-29 09:08:41.411.723,0.000564,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
102,接收,1,2026-04-29 09:08:41.412.283,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
103,接收,1,2026-04-29 09:08:41.412.843,0.000560,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
104,接收,1,2026-04-29 09:08:41.413.412,0.000569,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 04 19 00
105,接收,1,2026-04-29 09:08:41.413.984,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
106,接收,1,2026-04-29 09:08:41.414.564,0.000580,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
107,接收,1,2026-04-29 09:08:41.415.145,0.000581,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
108,接收,1,2026-04-29 09:08:41.435.019,0.019874,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
109,接收,1,2026-04-29 09:08:41.441.351,0.006332,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 8a 13 f0
110,接收,1,2026-04-29 09:08:41.488.418,0.047067,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 40
111,接收,1,2026-04-29 09:08:41.541.346,0.052928,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 92 13 f0
112,接收,1,2026-04-29 09:08:41.562.409,0.021063,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
113,接收,1,2026-04-29 09:08:41.576.417,0.014008,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 41
114,接收,1,2026-04-29 09:08:41.630.462,0.054045,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
115,接收,1,2026-04-29 09:08:41.641.346,0.010884,731,报文帧,数据帧,标准帧,CAN,1,05
116,接收,1,2026-04-29 09:08:41.641.578,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 91 13 f0
117,接收,1,2026-04-29 09:08:41.664.413,0.022835,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 41
118,接收,1,2026-04-29 09:08:41.735.002,0.070589,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
119,接收,1,2026-04-29 09:08:41.741.370,0.006368,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 86 13 f0
120,接收,1,2026-04-29 09:08:41.752.409,0.011039,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 42
121,接收,1,2026-04-29 09:08:41.840.406,0.087997,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 42
122,接收,1,2026-04-29 09:08:41.842.367,0.001961,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 78 13 f0
123,接收,1,2026-04-29 09:08:41.882.180,0.039813,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
124,接收,1,2026-04-29 09:08:41.908.908,0.026728,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 2f 5a 19 00 00
125,接收,1,2026-04-29 09:08:41.909.472,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 33 00 98 00 81 00
126,接收,1,2026-04-29 09:08:41.910.033,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 08 00 70 06 d4 01
127,接收,1,2026-04-29 09:08:41.910.585,0.000552,18f184a0,报文帧,数据帧,扩展帧,CAN,8,1a 00 22 00 2b 00 39 00
128,接收,1,2026-04-29 09:08:41.911.145,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,39 10 00 00 30 2a 00 00
129,接收,1,2026-04-29 09:08:41.911.709,0.000564,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
130,接收,1,2026-04-29 09:08:41.912.270,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
131,接收,1,2026-04-29 09:08:41.912.830,0.000560,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
132,接收,1,2026-04-29 09:08:41.913.398,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 04 19 00
133,接收,1,2026-04-29 09:08:41.913.970,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
134,接收,1,2026-04-29 09:08:41.914.550,0.000580,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
135,接收,1,2026-04-29 09:08:41.915.131,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 2f 5a 19 00 00
136,接收,1,2026-04-29 09:08:41.915.611,0.000480,182,报文帧,数据帧,标准帧,CAN,8,95 00 98 00 33 00 81 00
137,接收,1,2026-04-29 09:08:41.916.083,0.000472,183,报文帧,数据帧,标准帧,CAN,8,00 00 4a 00 53 00 61 00
138,接收,1,2026-04-29 09:08:41.916.568,0.000485,184,报文帧,数据帧,标准帧,CAN,8,18 00 70 06 d4 01 1a 00
139,接收,1,2026-04-29 09:08:41.917.048,0.000480,185,报文帧,数据帧,标准帧,CAN,8,02 01 1f 00 00 02 5f 19
140,接收,1,2026-04-29 09:08:41.928.403,0.011355,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 42
141,接收,1,2026-04-29 09:08:41.930.443,0.002040,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
142,接收,1,2026-04-29 09:08:41.942.387,0.011944,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 6b 13 f0
143,接收,1,2026-04-29 09:08:42.016.400,0.074013,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 43
144,接收,1,2026-04-29 09:08:42.042.172,0.025772,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
145,接收,1,2026-04-29 09:08:42.042.668,0.000496,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 69 13 f0
146,接收,1,2026-04-29 09:08:42.104.397,0.061729,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 43
147,接收,1,2026-04-29 09:08:42.134.980,0.030583,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
148,接收,1,2026-04-29 09:08:42.142.384,0.007404,731,报文帧,数据帧,标准帧,CAN,1,05
149,接收,1,2026-04-29 09:08:42.142.616,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 65 13 f0
150,接收,1,2026-04-29 09:08:42.192.395,0.049779,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 44
151,接收,1,2026-04-29 09:08:42.230.425,0.038030,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
152,接收,1,2026-04-29 09:08:42.242.413,0.011988,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 7a 13 f0
153,接收,1,2026-04-29 09:08:42.280.392,0.037979,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 44
154,接收,1,2026-04-29 09:08:42.342.413,0.062021,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 80 13 f0
155,接收,1,2026-04-29 09:08:42.362.256,0.019843,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
156,接收,1,2026-04-29 09:08:42.368.387,0.006131,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 45
157,接收,1,2026-04-29 09:08:42.408.900,0.040513,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 2f 5a 19 00 00
158,接收,1,2026-04-29 09:08:42.409.464,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 32 00 98 00 81 00
159,接收,1,2026-04-29 09:08:42.410.024,0.000560,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 08 00 72 06 d4 01
160,接收,1,2026-04-29 09:08:42.410.581,0.000557,18f184a0,报文帧,数据帧,扩展帧,CAN,8,1a 00 22 00 2b 00 39 00
161,接收,1,2026-04-29 09:08:42.411.141,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,3a 10 00 00 30 2a 00 00
162,接收,1,2026-04-29 09:08:42.411.705,0.000564,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
163,接收,1,2026-04-29 09:08:42.412.266,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
164,接收,1,2026-04-29 09:08:42.412.826,0.000560,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
165,接收,1,2026-04-29 09:08:42.413.394,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 03 19 00
166,接收,1,2026-04-29 09:08:42.413.966,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
167,接收,1,2026-04-29 09:08:42.414.547,0.000581,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
168,接收,1,2026-04-29 09:08:42.415.127,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
169,接收,1,2026-04-29 09:08:42.434.962,0.019835,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
170,接收,1,2026-04-29 09:08:42.442.410,0.007448,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 83 13 f0
171,接收,1,2026-04-29 09:08:42.456.385,0.013975,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 45
172,接收,1,2026-04-29 09:08:42.534.953,0.078568,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
173,接收,1,2026-04-29 09:08:42.542.429,0.007476,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 83 13 f0
174,接收,1,2026-04-29 09:08:42.544.381,0.001952,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 46
175,接收,1,2026-04-29 09:08:42.632.378,0.087997,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 46
176,接收,1,2026-04-29 09:08:42.642.423,0.010045,731,报文帧,数据帧,标准帧,CAN,1,05
177,接收,1,2026-04-29 09:08:42.642.655,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 79 13 f0
178,接收,1,2026-04-29 09:08:42.682.132,0.039477,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
179,接收,1,2026-04-29 09:08:42.720.375,0.038243,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 46
180,接收,1,2026-04-29 09:08:42.734.943,0.014568,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
181,接收,1,2026-04-29 09:08:42.742.431,0.007488,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 73 13 f0
182,接收,1,2026-04-29 09:08:42.808.373,0.065942,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 47
183,接收,1,2026-04-29 09:08:42.842.123,0.033750,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
184,接收,1,2026-04-29 09:08:42.842.619,0.000496,1b1,报文帧,数据帧,标准帧,CAN,5,16 28 69 13 f0
185,接收,1,2026-04-29 09:08:42.896.370,0.053751,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 47
186,接收,1,2026-04-29 09:08:42.908.890,0.012520,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 2f 59 19 00 00
187,接收,1,2026-04-29 09:08:42.909.454,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 31 00 98 00 80 00
188,接收,1,2026-04-29 09:08:42.910.019,0.000565,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 08 00 72 06 d8 01
189,接收,1,2026-04-29 09:08:42.910.575,0.000556,18f184a0,报文帧,数据帧,扩展帧,CAN,8,1a 00 22 00 2b 00 39 00
190,接收,1,2026-04-29 09:08:42.911.135,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,3a 10 00 00 30 2a 00 00
191,接收,1,2026-04-29 09:08:42.911.700,0.000565,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
192,接收,1,2026-04-29 09:08:42.912.260,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
193,接收,1,2026-04-29 09:08:42.912.820,0.000560,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
194,接收,1,2026-04-29 09:08:42.913.389,0.000569,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 03 19 00
195,接收,1,2026-04-29 09:08:42.913.961,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
196,接收,1,2026-04-29 09:08:42.914.541,0.000580,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
197,接收,1,2026-04-29 09:08:42.915.121,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 2f 59 19 00 00
198,接收,1,2026-04-29 09:08:42.915.602,0.000481,182,报文帧,数据帧,标准帧,CAN,8,95 00 98 00 31 00 80 00
