序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
22,接收,1,2026-04-24 13:24:23.880.963,0.099994,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e4 12 f0
23,接收,1,2026-04-24 13:24:23.948.183,0.067220,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
24,接收,1,2026-04-24 13:24:23.980.987,0.032804,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
25,接收,1,2026-04-24 13:24:24.052.724,0.071737,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
26,接收,1,2026-04-24 13:24:24.080.980,0.028256,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
27,接收,1,2026-04-24 13:24:24.148.168,0.067188,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
28,接收,1,2026-04-24 13:24:24.181.005,0.032837,731,报文帧,数据帧,标准帧,CAN,1,05
29,接收,1,2026-04-24 13:24:24.181.268,0.000263,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
30,接收,1,2026-04-24 13:24:24.248.165,0.066897,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
31,接收,1,2026-04-24 13:24:24.281.009,0.032844,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
32,接收,1,2026-04-24 13:24:24.348.161,0.067152,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
33,接收,1,2026-04-24 13:24:24.381.002,0.032841,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
34,接收,1,2026-04-24 13:24:24.452.701,0.071699,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
35,接收,1,2026-04-24 13:24:24.481.026,0.028325,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
36,接收,1,2026-04-24 13:24:24.552.698,0.071672,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
37,接收,1,2026-04-24 13:24:24.581.022,0.028324,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
38,接收,1,2026-04-24 13:24:24.652.690,0.071668,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
39,接收,1,2026-04-24 13:24:24.681.047,0.028357,731,报文帧,数据帧,标准帧,CAN,1,05
40,接收,1,2026-04-24 13:24:24.681.310,0.000263,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
41,接收,1,2026-04-24 13:24:24.752.687,0.071377,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
42,接收,1,2026-04-24 13:24:24.781.047,0.028360,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
43,接收,1,2026-04-24 13:24:24.852.679,0.071632,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
44,接收,1,2026-04-24 13:24:24.857.243,0.004564,0,错误帧,数据帧,标准帧,CAN,0,
45,接收,1,2026-04-24 13:24:24.881.047,0.023804,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
46,接收,1,2026-04-24 13:24:24.945.290,0.064243,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 00
47,接收,1,2026-04-24 13:24:24.981.070,0.035780,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
48,接收,1,2026-04-24 13:24:25.020.652,0.039582,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
49,接收,1,2026-04-24 13:24:25.033.288,0.012636,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 00
50,接收,1,2026-04-24 13:24:25.048.119,0.014831,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
51,接收,1,2026-04-24 13:24:25.081.068,0.032949,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
52,接收,1,2026-04-24 13:24:25.121.283,0.040215,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 01
53,接收,1,2026-04-24 13:24:25.148.113,0.026830,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
54,接收,1,2026-04-24 13:24:25.181.086,0.032973,731,报文帧,数据帧,标准帧,CAN,1,05
55,接收,1,2026-04-24 13:24:25.181.349,0.000263,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
56,接收,1,2026-04-24 13:24:25.209.281,0.027932,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 01
57,接收,1,2026-04-24 13:24:25.248.111,0.038830,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
58,接收,1,2026-04-24 13:24:25.281.088,0.032977,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
59,接收,1,2026-04-24 13:24:25.297.279,0.016191,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 02
60,接收,1,2026-04-24 13:24:25.381.089,0.083810,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
61,接收,1,2026-04-24 13:24:25.385.277,0.004188,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 02
62,接收,1,2026-04-24 13:24:25.420.631,0.035354,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
63,接收,1,2026-04-24 13:24:25.448.098,0.027467,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
64,接收,1,2026-04-24 13:24:25.473.273,0.025175,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 03
65,接收,1,2026-04-24 13:24:25.481.106,0.007833,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
66,接收,1,2026-04-24 13:24:25.548.094,0.066988,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
67,接收,1,2026-04-24 13:24:25.561.274,0.013180,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 03
68,接收,1,2026-04-24 13:24:25.581.107,0.019833,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 e5 12 f0
69,接收,1,2026-04-24 13:24:25.648.087,0.066980,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
70,接收,1,2026-04-24 13:24:25.649.271,0.001184,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 03
71,接收,1,2026-04-24 13:24:25.681.128,0.031857,731,报文帧,数据帧,标准帧,CAN,1,05
72,接收,1,2026-04-24 13:24:25.681.392,0.000264,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
73,接收,1,2026-04-24 13:24:25.708.156,0.026764,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
74,接收,1,2026-04-24 13:24:25.718.896,0.010740,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
75,接收,1,2026-04-24 13:24:25.729.896,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
76,接收,1,2026-04-24 13:24:25.737.268,0.007372,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 04
77,接收,1,2026-04-24 13:24:25.740.897,0.003629,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
78,接收,1,2026-04-24 13:24:25.751.897,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
79,接收,1,2026-04-24 13:24:25.762.897,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
80,接收,1,2026-04-24 13:24:25.773.897,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
81,接收,1,2026-04-24 13:24:25.781.133,0.007236,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
82,接收,1,2026-04-24 13:24:25.784.897,0.003764,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
83,接收,1,2026-04-24 13:24:25.795.897,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
84,接收,1,2026-04-24 13:24:25.806.897,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
85,接收,1,2026-04-24 13:24:25.816.129,0.009232,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
86,接收,1,2026-04-24 13:24:25.825.264,0.009135,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 04
87,接收,1,2026-04-24 13:24:25.852.623,0.027359,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
88,接收,1,2026-04-24 13:24:25.881.128,0.028505,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
89,接收,1,2026-04-24 13:24:25.913.263,0.032135,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 05
90,接收,1,2026-04-24 13:24:25.952.617,0.039354,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
91,接收,1,2026-04-24 13:24:25.981.146,0.028529,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
92,接收,1,2026-04-24 13:24:26.001.261,0.020115,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 05
93,接收,1,2026-04-24 13:24:26.052.614,0.051353,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
94,接收,1,2026-04-24 13:24:26.081.146,0.028532,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
95,接收,1,2026-04-24 13:24:26.089.258,0.008112,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 06
96,接收,1,2026-04-24 13:24:26.177.257,0.087999,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 06
97,接收,1,2026-04-24 13:24:26.181.165,0.003908,731,报文帧,数据帧,标准帧,CAN,1,05
98,接收,1,2026-04-24 13:24:26.181.429,0.000264,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
99,接收,1,2026-04-24 13:24:26.220.587,0.039158,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
100,接收,1,2026-04-24 13:24:26.248.053,0.027466,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
101,接收,1,2026-04-24 13:24:26.265.257,0.017204,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 07
102,接收,1,2026-04-24 13:24:26.281.173,0.015916,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
103,接收,1,2026-04-24 13:24:26.352.597,0.071424,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
104,接收,1,2026-04-24 13:24:26.353.253,0.000656,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 07
105,接收,1,2026-04-24 13:24:26.371.889,0.018636,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 17 58 00 00 00
106,接收,1,2026-04-24 13:24:26.372.466,0.000577,18f182a0,报文帧,数据帧,扩展帧,CAN,8,00 00 04 00 03 00 01 00
107,接收,1,2026-04-24 13:24:26.373.050,0.000584,18f183a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
108,接收,1,2026-04-24 13:24:26.373.634,0.000584,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
109,接收,1,2026-04-24 13:24:26.374.218,0.000584,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b6 09 00 00 00 00 00 00
110,接收,1,2026-04-24 13:24:26.374.786,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 00 00
111,接收,1,2026-04-24 13:24:26.375.354,0.000568,18f187a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
112,接收,1,2026-04-24 13:24:26.375.935,0.000581,18f188a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
113,接收,1,2026-04-24 13:24:26.376.523,0.000588,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
114,接收,1,2026-04-24 13:24:26.377.107,0.000584,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
115,接收,1,2026-04-24 13:24:26.377.687,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
116,接收,1,2026-04-24 13:24:26.381.167,0.003480,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
117,接收,1,2026-04-24 13:24:26.441.250,0.060083,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 07
118,接收,1,2026-04-24 13:24:26.448.041,0.006791,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
119,接收,1,2026-04-24 13:24:26.481.190,0.033149,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
120,接收,1,2026-04-24 13:24:26.529.249,0.048059,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 08
121,接收,1,2026-04-24 13:24:26.581.186,0.051937,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
122,接收,1,2026-04-24 13:24:26.616.084,0.034898,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
123,接收,1,2026-04-24 13:24:26.617.248,0.001164,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 08
124,接收,1,2026-04-24 13:24:26.648.030,0.030782,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
125,接收,1,2026-04-24 13:24:26.681.211,0.033181,731,报文帧,数据帧,标准帧,CAN,1,05
126,接收,1,2026-04-24 13:24:26.681.475,0.000264,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
127,接收,1,2026-04-24 13:24:26.705.242,0.023767,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 09
128,接收,1,2026-04-24 13:24:26.748.025,0.042783,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
129,接收,1,2026-04-24 13:24:26.781.213,0.033188,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
130,接收,1,2026-04-24 13:24:26.793.241,0.012028,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 09
131,接收,1,2026-04-24 13:24:26.848.022,0.054781,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
132,接收,1,2026-04-24 13:24:26.871.882,0.023860,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 17 58 00 00 00
133,接收,1,2026-04-24 13:24:26.872.459,0.000577,18f182a0,报文帧,数据帧,扩展帧,CAN,8,00 00 04 00 03 00 01 00
134,接收,1,2026-04-24 13:24:26.873.043,0.000584,18f183a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
135,接收,1,2026-04-24 13:24:26.873.627,0.000584,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 d8 ff d8 ff 00 00
136,接收,1,2026-04-24 13:24:26.874.192,0.000565,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b6 09 00 00 00 00 00 00
137,接收,1,2026-04-24 13:24:26.874.760,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 5f 19
138,接收,1,2026-04-24 13:24:26.875.316,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 02 02 02 02 02
139,接收,1,2026-04-24 13:24:26.875.880,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 02 02
140,接收,1,2026-04-24 13:24:26.876.448,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
141,接收,1,2026-04-24 13:24:26.877.032,0.000584,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
142,接收,1,2026-04-24 13:24:26.877.613,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 17 58 00 00 00
143,接收,1,2026-04-24 13:24:26.878.105,0.000492,182,报文帧,数据帧,标准帧,CAN,8,00 00 03 00 04 00 01 00
144,接收,1,2026-04-24 13:24:26.878.598,0.000493,183,报文帧,数据帧,标准帧,CAN,8,00 00 00 ff 00 ff 28 00
145,接收,1,2026-04-24 13:24:26.879.090,0.000492,184,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
146,接收,1,2026-04-24 13:24:26.879.590,0.000500,185,报文帧,数据帧,标准帧,CAN,8,02 01 00 00 00 02 5f 19
147,接收,1,2026-04-24 13:24:26.880.078,0.000488,186,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
148,接收,1,2026-04-24 13:24:26.881.206,0.001128,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
149,接收,1,2026-04-24 13:24:26.881.558,0.000352,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 0a
150,接收,1,2026-04-24 13:24:26.969.236,0.087678,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 0a
151,接收,1,2026-04-24 13:24:26.981.233,0.011997,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
152,接收,1,2026-04-24 13:24:27.016.063,0.034830,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
153,接收,1,2026-04-24 13:24:27.048.009,0.031946,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
154,接收,1,2026-04-24 13:24:27.057.233,0.009224,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 0a
155,接收,1,2026-04-24 13:24:27.081.226,0.023993,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
156,接收,1,2026-04-24 13:24:27.145.232,0.064006,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 0b
157,接收,1,2026-04-24 13:24:27.148.004,0.002772,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
158,接收,1,2026-04-24 13:24:27.181.249,0.033245,731,报文帧,数据帧,标准帧,CAN,1,05
159,接收,1,2026-04-24 13:24:27.181.513,0.000264,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
160,接收,1,2026-04-24 13:24:27.233.232,0.051719,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 0b
161,接收,1,2026-04-24 13:24:27.247.999,0.014767,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
162,接收,1,2026-04-24 13:24:27.281.252,0.033253,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
163,接收,1,2026-04-24 13:24:27.321.227,0.039975,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 0c
164,接收,1,2026-04-24 13:24:27.371.879,0.050652,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 17 58 00 00 00
165,接收,1,2026-04-24 13:24:27.372.455,0.000576,18f182a0,报文帧,数据帧,扩展帧,CAN,8,00 00 04 00 03 00 01 00
166,接收,1,2026-04-24 13:24:27.373.039,0.000584,18f183a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
167,接收,1,2026-04-24 13:24:27.373.623,0.000584,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 17 00 0f 00 00 00
168,接收,1,2026-04-24 13:24:27.374.191,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b6 09 00 00 00 00 00 00
169,接收,1,2026-04-24 13:24:27.374.759,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 5f 19
170,接收,1,2026-04-24 13:24:27.375.316,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 02 02 02 02 02
171,接收,1,2026-04-24 13:24:27.375.880,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 02 02
172,接收,1,2026-04-24 13:24:27.376.448,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
173,接收,1,2026-04-24 13:24:27.377.033,0.000585,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
174,接收,1,2026-04-24 13:24:27.377.612,0.000579,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
175,接收,1,2026-04-24 13:24:27.381.252,0.003640,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
176,接收,1,2026-04-24 13:24:27.409.227,0.027975,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 0c
177,接收,1,2026-04-24 13:24:27.416.039,0.006812,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
178,接收,1,2026-04-24 13:24:27.447.986,0.031947,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
179,接收,1,2026-04-24 13:24:27.481.270,0.033284,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
180,接收,1,2026-04-24 13:24:27.497.225,0.015955,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 0d
181,接收,1,2026-04-24 13:24:27.547.979,0.050754,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
182,接收,1,2026-04-24 13:24:27.581.264,0.033285,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
183,接收,1,2026-04-24 13:24:27.585.223,0.003959,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 0d
184,接收,1,2026-04-24 13:24:27.647.976,0.062753,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
185,接收,1,2026-04-24 13:24:27.673.220,0.025244,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 0e
186,接收,1,2026-04-24 13:24:27.682.268,0.009048,731,报文帧,数据帧,标准帧,CAN,1,05
187,接收,1,2026-04-24 13:24:27.682.532,0.000264,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
188,接收,1,2026-04-24 13:24:27.761.218,0.078686,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 0e
189,接收,1,2026-04-24 13:24:27.782.295,0.021077,1b1,报文帧,数据帧,标准帧,CAN,5,0e 25 e5 12 f0
190,接收,1,2026-04-24 13:24:27.816.017,0.033722,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
191,接收,1,2026-04-24 13:24:27.847.963,0.031946,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
192,接收,1,2026-04-24 13:24:27.849.215,0.001252,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 0e
193,接收,1,2026-04-24 13:24:27.871.872,0.022657,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 17 58 00 00 00
194,接收,1,2026-04-24 13:24:27.872.448,0.000576,18f182a0,报文帧,数据帧,扩展帧,CAN,8,00 00 04 00 03 00 01 00
195,接收,1,2026-04-24 13:24:27.873.032,0.000584,18f183a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
196,接收,1,2026-04-24 13:24:27.873.617,0.000585,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 17 00 0f 00 00 00
197,接收,1,2026-04-24 13:24:27.874.185,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b6 09 00 00 00 00 00 00
198,接收,1,2026-04-24 13:24:27.874.753,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 5f 19
199,接收,1,2026-04-24 13:24:27.875.309,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 02 02 02 02 02
200,接收,1,2026-04-24 13:24:27.875.874,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 02 02
201,接收,1,2026-04-24 13:24:27.876.442,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
202,接收,1,2026-04-24 13:24:27.877.026,0.000584,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
203,接收,1,2026-04-24 13:24:27.877.607,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 17 58 00 00 00
204,接收,1,2026-04-24 13:24:27.878.099,0.000492,182,报文帧,数据帧,标准帧,CAN,8,00 00 03 00 04 00 01 00
205,接收,1,2026-04-24 13:24:27.878.591,0.000492,183,报文帧,数据帧,标准帧,CAN,8,00 00 3f 00 37 00 28 00
206,接收,1,2026-04-24 13:24:27.879.083,0.000492,184,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
207,接收,1,2026-04-24 13:24:27.879.583,0.000500,185,报文帧,数据帧,标准帧,CAN,8,02 01 00 00 00 02 5f 19
