timestamp,speed_mps,engine_rpm,gear_state,emergency_stop,brake_pressure_bar,travel_pressure_bar,system_pressure_bar,clamp_pressure_bar,coolant_temp_c,surface_temp_c,exhaust_temp_c,intake_pressure_kpa,hydraulic_oil_temp_c,hydraulic_oil_level_pct,oil_pressure_kpa,diesel_level_cm,water_tank_level_pct,battery_v,total_mileage_km,runtime_min,load_state,methane_pct,co_ppm,intake_temp_c
2026-05-05 12:33:12.944.096,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.28333333333336,1,0.0,0.0,0.0
2026-05-05 12:33:13.444.090,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.3,1,0.0,0.0,0.0
2026-05-05 12:33:13.944.084,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.3,1,0.0,0.0,0.0
2026-05-05 12:33:14.444.077,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.31666666666666,1,0.0,0.0,0.0
2026-05-05 12:33:14.944.071,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.31666666666666,1,0.0,0.0,0.0
2026-05-05 12:33:15.444.062,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.3333333333333,1,0.0,0.0,0.0
2026-05-05 12:33:15.944.054,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.3333333333333,1,0.0,0.0,0.0
2026-05-05 12:33:16.444.045,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.35,1,0.0,0.0,0.0
2026-05-05 12:33:16.944.036,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.35,1,0.0,0.0,0.0
2026-05-05 12:33:17.444.030,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.3666666666667,1,0.0,0.0,0.0
2026-05-05 12:33:17.944.024,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.3666666666667,1,0.0,0.0,0.0
2026-05-05 12:33:18.444.019,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.3833333333333,1,0.0,0.0,0.0
2026-05-05 12:33:18.944.012,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.3833333333333,1,0.0,0.0,0.0
2026-05-05 12:33:19.444.003,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.4,1,0.0,0.0,0.0
2026-05-05 12:33:19.943.995,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.4,1,0.0,0.0,0.0
2026-05-05 12:33:20.443.993,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.4166666666667,1,0.0,0.0,0.0
2026-05-05 12:33:20.943.980,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.4166666666667,1,0.0,0.0,0.0
2026-05-05 12:33:21.443.970,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.43333333333334,1,0.0,0.0,0.0
2026-05-05 12:33:21.943.964,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.43333333333334,1,0.0,0.0,0.0
2026-05-05 12:33:22.444.453,0.0,0.0,1,0,2.0,3.0,143.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.45,1,0.0,0.0,0.0
2026-05-05 12:33:22.943.954,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.45,1,0.0,0.0,0.0
2026-05-05 12:33:23.443.943,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.46666666666664,1,0.0,0.0,0.0
2026-05-05 12:33:23.943.937,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.36,3.666,464.46666666666664,1,0.0,0.0,0.0
2026-05-05 12:33:24.443.920,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.35,3.666,464.48333333333335,1,0.0,0.0,0.0
2026-05-05 12:33:24.943.911,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.35,3.666,464.48333333333335,1,0.0,0.0,0.0
2026-05-05 12:33:25.443.910,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.35,3.666,464.5,1,0.0,0.0,0.0
2026-05-05 12:33:25.943.903,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.35,3.666,464.5,1,0.0,0.0,0.0
2026-05-05 12:33:26.443.890,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.35,3.666,464.51666666666665,1,0.0,0.0,0.0
2026-05-05 12:33:26.943.883,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.35,3.666,464.51666666666665,1,0.0,0.0,0.0
2026-05-05 12:33:27.443.876,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.53333333333336,1,0.0,0.0,0.0
2026-05-05 12:33:27.943.867,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.53333333333336,1,0.0,0.0,0.0
2026-05-05 12:33:28.443.860,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.55,1,0.0,0.0,0.0
2026-05-05 12:33:28.943.850,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.55,1,0.0,0.0,0.0
2026-05-05 12:33:29.443.841,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.56666666666666,1,0.0,0.0,0.0
2026-05-05 12:33:29.943.837,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.56666666666666,1,0.0,0.0,0.0
2026-05-05 12:33:30.443.830,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.5833333333333,1,0.0,0.0,0.0
2026-05-05 12:33:30.943.820,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.5833333333333,1,0.0,0.0,0.0
2026-05-05 12:33:31.443.812,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.6,1,0.0,0.0,0.0
2026-05-05 12:33:31.943.806,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.6,1,0.0,0.0,0.0
2026-05-05 12:33:32.443.798,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.6166666666667,1,0.0,0.0,0.0
2026-05-05 12:33:32.943.791,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.6166666666667,1,0.0,0.0,0.0
2026-05-05 12:33:33.443.785,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.34,3.666,464.6333333333333,1,0.0,0.0,0.0
2026-05-05 12:33:33.943.779,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.330000000000002,3.666,464.6333333333333,1,0.0,0.0,0.0
2026-05-05 12:33:34.443.776,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.330000000000002,3.666,464.65,1,0.0,0.0,0.0
2026-05-05 12:33:34.943.770,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.330000000000002,3.666,464.65,1,0.0,0.0,0.0
2026-05-05 12:33:35.444.105,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.330000000000002,3.666,464.6666666666667,1,0.0,0.0,0.0
2026-05-05 12:33:35.943.750,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.32,3.666,464.6666666666667,1,0.0,0.0,0.0
2026-05-05 12:33:36.443.740,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.32,3.666,464.68333333333334,1,0.0,0.0,0.0
2026-05-05 12:33:36.943.728,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.32,3.666,464.68333333333334,1,0.0,0.0,0.0
2026-05-05 12:33:37.443.722,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,209.0,35.0,79.0,0.0,61.0,59.0,26.32,3.666,464.7,1,0.0,0.0,0.0
2026-05-05 12:33:37.943.717,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.32,3.666,464.7,1,0.0,0.0,0.0
2026-05-05 12:33:38.443.703,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.32,3.666,464.71666666666664,1,0.0,0.0,0.0
2026-05-05 12:33:38.943.701,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,35.0,210.0,35.0,79.0,0.0,61.0,59.0,26.32,3.666,464.71666666666664,1,0.0,0.0,0.0
2026-05-05 12:33:39.443.691,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.32,3.666,464.73333333333335,1,0.0,0.0,0.0
2026-05-05 12:33:39.943.684,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.32,3.666,464.73333333333335,1,0.0,0.0,0.0
2026-05-05 12:33:40.443.677,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.310000000000002,3.666,464.75,1,0.0,0.0,0.0
2026-05-05 12:33:40.943.669,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.310000000000002,3.666,464.75,1,0.0,0.0,0.0
2026-05-05 12:33:41.443.652,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.310000000000002,3.666,464.76666666666665,1,0.0,0.0,0.0
2026-05-05 12:33:41.943.645,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.310000000000002,3.666,464.76666666666665,1,0.0,0.0,0.0
2026-05-05 12:33:42.443.644,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.3,3.666,464.78333333333336,1,0.0,0.0,0.0
2026-05-05 12:33:42.943.637,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.3,3.666,464.78333333333336,1,0.0,0.0,0.0
2026-05-05 12:33:43.443.627,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.3,3.666,464.8,1,0.0,0.0,0.0
2026-05-05 12:33:43.943.618,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.3,3.666,464.8,1,0.0,0.0,0.0
2026-05-05 12:33:44.443.605,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.3,3.666,464.81666666666666,1,0.0,0.0,0.0
2026-05-05 12:33:44.943.597,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.3,3.666,464.81666666666666,1,0.0,0.0,0.0
2026-05-05 12:33:45.443.600,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.3,3.666,464.8333333333333,1,0.0,0.0,0.0
2026-05-05 12:33:45.943.592,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.3,3.666,464.8333333333333,1,0.0,0.0,0.0
2026-05-05 12:33:46.443.587,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.3,3.666,464.85,1,0.0,0.0,0.0
2026-05-05 12:33:46.943.580,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.3,3.666,464.85,1,0.0,0.0,0.0
2026-05-05 12:33:47.443.563,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.8666666666667,1,0.0,0.0,0.0
2026-05-05 12:33:47.943.558,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.8666666666667,1,0.0,0.0,0.0
2026-05-05 12:33:48.443.546,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.8833333333333,1,0.0,0.0,0.0
2026-05-05 12:33:48.943.536,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.8833333333333,1,0.0,0.0,0.0
2026-05-05 12:33:49.443.539,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.9,1,0.0,0.0,0.0
2026-05-05 12:33:49.943.550,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.9,1,0.0,0.0,0.0
2026-05-05 12:33:50.443.522,0.0,0.0,1,0,2.0,3.0,142.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.9166666666667,1,0.0,0.0,0.0
2026-05-05 12:33:50.943.512,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.9166666666667,1,0.0,0.0,0.0
2026-05-05 12:33:51.443.516,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.93333333333334,1,0.0,0.0,0.0
2026-05-05 12:33:51.943.509,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.93333333333334,1,0.0,0.0,0.0
2026-05-05 12:33:52.443.496,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.95,1,0.0,0.0,0.0
2026-05-05 12:33:52.943.489,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.95,1,0.0,0.0,0.0
2026-05-05 12:33:53.443.479,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.96666666666664,1,0.0,0.0,0.0
2026-05-05 12:33:53.943.462,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.96666666666664,1,0.0,0.0,0.0
2026-05-05 12:33:54.443.453,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.29,3.666,464.98333333333335,1,0.0,0.0,0.0
2026-05-05 12:33:54.943.456,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.28,3.666,464.98333333333335,1,0.0,0.0,0.0
2026-05-05 12:33:55.443.451,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,209.0,35.0,79.0,0.0,61.0,59.0,26.28,3.666,465.0,1,0.0,0.0,0.0
2026-05-05 12:33:55.943.433,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.28,3.666,465.0,1,0.0,0.0,0.0
2026-05-05 12:33:56.443.426,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.28,3.666,465.01666666666665,1,0.0,0.0,0.0
2026-05-05 12:33:56.943.416,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.28,3.666,465.01666666666665,1,0.0,0.0,0.0
2026-05-05 12:33:57.443.415,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.28,3.666,465.03333333333336,1,0.0,0.0,0.0
2026-05-05 12:33:57.943.410,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.27,3.666,465.03333333333336,1,0.0,0.0,0.0
2026-05-05 12:33:58.443.397,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.27,3.666,465.05,1,0.0,0.0,0.0
2026-05-05 12:33:58.943.390,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.27,3.666,465.05,1,0.0,0.0,0.0
2026-05-05 12:33:59.443.388,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.27,3.666,465.06666666666666,1,0.0,0.0,0.0
2026-05-05 12:33:59.943.378,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.27,3.666,465.06666666666666,1,0.0,0.0,0.0
2026-05-05 12:34:00.448.368,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.27,3.666,465.0833333333333,1,0.0,0.0,0.0
2026-05-05 12:34:00.948.360,0.0,0.0,1,0,2.0,3.0,141.0,3.0,49.0,44.0,34.0,210.0,35.0,79.0,0.0,61.0,59.0,26.27,3.666,465.0833333333333,1,0.0,0.0,0.0
